Date,open,close,high,low,volume,money
2019-11-06,18.32,17.74,19.54,17.1,48180062.0,862422893.0
2019-11-07,17.27,20.95,23.15,17.21,44358752.0,859774054.0
2019-11-08,20.37,20.16,20.64,19.28,29683697.0,590209366.0
2019-11-11,20.47,20.61,21.3,19.55,23779913.0,487039260.0
2019-11-12,20.4,19.93,22.21,19.59,25573833.0,532659223.0
2019-11-13,19.93,21.59,23.03,19.42,33318160.0,715476054.0
2019-11-14,20.96,21.95,23.34,20.87,28385756.0,620701286.0
2019-11-15,21.61,20.87,22.54,20.87,19548368.0,421576989.0
2019-11-18,20.93,19.13,21.01,18.75,21484563.0,423310253.0
2019-11-19,19.07,19.18,19.43,18.62,12016818.0,228098992.0
2019-11-20,18.99,18.24,19.1,18.15,11969441.0,222674001.0
2019-11-21,18.01,18.37,18.7,17.93,7392741.0,135882965.0
2019-11-22,18.3,17.73,18.42,17.41,9451222.0,168837687.0
2019-11-25,16.77,15.74,16.77,15.57,14615226.0,235634836.0
2019-11-26,15.65,16.21,16.36,15.57,8302102.0,132012327.0
2019-11-27,16.38,16.54,17.08,16.14,10684827.0,179130513.0
2019-11-28,16.48,16.15,16.98,16.09,6205947.0,102790215.0
2019-11-29,16.08,16.39,16.47,16.07,3874029.0,63175236.0
2019-12-02,16.39,15.96,16.54,15.76,7597621.0,122825610.0
2019-12-03,15.76,15.51,15.8,15.23,5193663.0,80164628.0
2019-12-04,15.47,15.47,15.74,15.24,3857752.0,59883054.0
2019-12-05,15.67,16.02,16.33,15.59,6838471.0,109143546.0
2019-12-06,15.82,15.87,16.13,15.64,5026516.0,79596902.0
2019-12-09,15.9,16.48,16.62,15.87,6900205.0,112148351.0
2019-12-10,16.34,17.16,17.7,16.14,12725890.0,217454179.0
2019-12-11,16.88,16.67,17.39,16.6,7713508.0,129978840.0
2019-12-12,16.81,16.66,17.06,16.6,4816482.0,80987044.0
2019-12-13,16.84,16.89,16.93,16.48,4527969.0,75693815.0
2019-12-16,16.9,17.15,17.18,16.85,4867922.0,82890109.0
2019-12-17,17.19,17.31,17.46,17.02,6678283.0,115135870.0
2019-12-18,17.38,17.86,18.26,17.33,10548322.0,188218308.0
2019-12-19,18.17,17.97,18.45,17.89,7962855.0,144070330.0
2019-12-20,17.87,17.72,18.03,17.67,5756365.0,102816684.0
2019-12-23,17.72,16.88,17.77,16.81,5309635.0,91927759.0
2019-12-24,16.95,17.16,17.25,16.95,3104889.0,53087430.0
2019-12-25,17.19,17.55,17.74,17.11,5005208.0,87754192.0
2019-12-26,17.76,17.77,17.93,17.55,5350561.0,94832439.0
2019-12-27,17.92,17.27,17.92,17.2,5383426.0,94525964.0
2019-12-30,17.13,17.09,17.23,16.74,3942107.0,66953674.58
2019-12-31,17.21,17.17,17.34,16.99,3133266.0,53731321.99
2020-01-02,17.32,18.1,18.11,17.21,7044025.0,124541401.14
2020-01-03,18.07,18.19,18.43,17.9,6537092.0,118585995.48
2020-01-06,17.95,18.24,18.82,17.86,6825484.0,125635821.4
2020-01-07,18.38,18.77,18.81,18.18,6089770.0,112918654.7
2020-01-08,18.77,18.77,19.57,18.45,8904988.0,168769221.05
2020-01-09,19.1,19.22,19.42,18.84,6468060.0,123544848.55
2020-01-10,20.46,19.47,20.83,19.39,12087270.0,241806581.14
2020-01-13,19.66,21.79,22.52,19.58,14942837.0,313808076.19
2020-01-14,22.02,22.6,23.48,21.63,16770710.0,381176622.13
2020-01-15,22.64,22.6,22.78,21.65,11003575.0,243233329.53
2020-01-16,22.86,23.38,24.27,22.64,13265750.0,311289988.08
2020-01-17,23.44,24.4,24.51,22.99,13680765.0,325537482.76
2020-01-20,24.33,24.22,24.96,23.52,11002735.0,266220400.47
2020-01-21,23.86,22.24,23.99,22.24,11069524.0,254162835.76
2020-01-22,21.87,23.0,23.42,21.35,9544016.0,212701843.04
2020-01-23,22.6,22.24,23.51,21.75,7750532.0,175285595.66
2020-02-03,18.39,18.36,20.26,18.33,9528014.0,180818648.63
2020-02-04,18.88,20.95,21.29,18.88,10407648.0,210929391.81
2020-02-05,21.14,22.49,22.97,21.14,11252945.0,248823972.98
2020-02-06,22.23,23.45,24.18,21.86,10756132.0,249039627.59
2020-02-07,23.34,24.37,24.45,22.74,10955099.0,258233828.42
2020-02-10,24.15,24.58,25.5,23.95,9912539.0,245054835.45
2020-02-11,24.79,23.63,24.86,23.44,7942460.0,190742296.04
2020-02-12,23.54,26.69,27.62,23.53,13828258.0,355026798.16
2020-02-13,27.12,26.46,28.28,25.92,13850856.0,375758007.79
2020-02-14,26.61,26.95,27.5,25.94,10594769.0,284081082.59
2020-02-17,27.31,27.98,29.26,27.01,10792190.0,305040667.0
2020-02-18,27.98,29.0,29.0,27.51,9517192.0,268901936.53
2020-02-19,28.75,28.61,31.46,28.6,12727026.0,379513973.96
2020-02-20,28.8,27.94,29.39,27.11,11084013.0,310711470.21
2020-02-21,27.96,28.0,28.78,27.31,9421928.0,262852854.86
2020-02-24,27.78,28.17,28.58,27.07,7993227.0,222456210.56
2020-02-25,27.42,27.47,28.18,25.92,9113609.0,249735265.76
2020-02-26,26.61,25.22,27.47,24.93,9803467.0,255609705.9
2020-02-27,25.83,26.6,27.0,25.37,9207403.0,241320993.66
2020-02-28,25.61,24.53,26.39,24.43,8156282.0,206464133.38
2020-03-02,25.02,25.68,26.08,24.08,8167731.0,205437512.89
2020-03-03,26.19,25.95,27.16,25.63,8096356.0,214039743.89
2020-03-04,25.6,25.77,26.06,24.93,5127506.0,130960397.27
2020-03-05,26.22,25.32,26.37,25.15,5447674.0,139533329.1
2020-03-06,24.83,24.39,24.96,24.15,5683414.0,139623208.74
2020-03-09,23.83,22.51,24.01,22.24,6319769.0,145602198.72
2020-03-10,22.09,23.9,24.07,22.09,6276022.0,145609852.34
2020-03-11,24.23,23.04,24.26,23.04,4505616.0,106484625.59
2020-03-12,22.71,23.21,23.49,22.49,3079579.0,71093846.95
2020-03-13,21.86,22.98,23.51,21.66,4834468.0,108965511.67
2020-03-16,23.16,21.88,23.71,21.86,4669459.0,107066669.08
2020-03-17,22.09,22.9,23.35,21.25,5293324.0,118247596.1
2020-03-18,23.25,22.84,23.98,22.82,5152624.0,120326149.36
2020-03-19,23.19,23.82,23.95,22.83,5568430.0,130407892.73
2020-03-20,24.23,23.73,24.49,23.29,4432236.0,105497655.31
2020-03-23,22.64,21.66,23.11,21.45,5284153.0,117721728.44
2020-03-24,22.24,21.61,22.38,20.63,4324528.0,93281300.86
2020-03-25,22.29,21.91,22.59,21.8,3938958.0,87374687.08
2020-03-26,21.75,21.04,21.92,20.96,3480335.0,74422323.94
2020-03-27,21.42,20.57,21.52,20.47,2851895.0,59788098.35
2020-03-30,20.23,19.39,20.23,19.05,3801355.0,73837775.53
2020-03-31,19.62,19.21,19.77,19.07,2518790.0,48935984.17
2020-04-01,19.15,19.55,20.05,19.07,3135099.0,61655169.6
2020-04-02,19.31,20.44,20.46,19.27,2588977.0,51706293.07
2020-04-03,20.37,19.98,20.55,19.81,2195054.0,44101314.22
2020-04-07,20.43,20.47,20.72,20.38,2474629.0,50830414.7
2020-04-08,20.44,20.76,21.34,20.26,3171016.0,66161978.49
2020-04-09,20.71,20.74,21.13,20.56,1830868.0,38000746.84
2020-04-10,20.63,19.81,20.65,19.51,2584531.0,51724810.47
2020-04-13,19.62,19.72,19.81,19.47,1115720.0,21908707.0
2020-04-14,19.83,20.16,20.23,19.83,1480575.0,29783807.51
2020-04-15,20.21,20.19,20.47,20.18,1583036.0,32117599.84
2020-04-16,20.29,20.98,21.23,20.06,4530341.0,94304663.84
2020-04-17,21.49,21.55,21.83,21.0,3937247.0,84623326.23
2020-04-20,21.54,22.24,22.49,21.41,3523759.0,77816781.64
2020-04-21,22.0,22.02,22.32,21.67,2315510.0,50855010.26
