Date,open,close,high,low,volume,money
2021-03-22,21.72,21.72,21.72,21.72,748674.0,16261199.28
2021-03-23,23.89,23.89,23.89,23.89,213972.0,5111791.08
2021-03-24,26.28,26.28,26.28,26.28,277730.0,7298744.4
2021-03-25,28.91,28.91,28.91,23.65,28289427.0,768158797.19
2021-03-26,29.0,31.8,31.8,29.0,9576810.0,297523040.98
2021-03-29,34.98,34.98,34.98,34.5,12718605.0,444857555.07
2021-03-30,37.76,36.05,38.48,33.23,29926901.0,1092187850.9
2021-03-31,32.46,32.45,34.9,32.45,19791788.0,654586776.33
2021-04-01,30.44,30.58,33.3,29.21,20989209.0,632601960.39
2021-04-02,29.92,33.64,33.64,29.44,21365000.0,679777791.13
2021-04-06,34.45,31.93,35.0,31.91,18295163.0,609072433.38
2021-04-07,30.66,35.12,35.12,30.66,21829823.0,732698666.44
2021-04-08,34.4,32.6,34.5,32.03,18279019.0,608832751.26
2021-04-09,32.03,30.52,32.49,30.47,12435259.0,385292468.01
2021-04-12,30.33,30.72,31.5,29.55,9138850.0,279931883.6
2021-04-13,30.29,30.59,31.49,29.61,8259498.0,253302572.35
2021-04-14,29.7,28.4,30.05,27.59,10649167.0,305767310.69
2021-04-15,28.33,27.92,29.02,27.86,6756082.0,191202919.91
2021-04-16,28.0,28.0,28.56,27.5,6188215.0,173120891.81
2021-04-19,28.0,27.29,28.01,26.65,7648571.0,208199340.75
2021-04-20,27.08,27.44,27.85,27.0,6297768.0,172982875.49
2021-04-21,27.43,26.2,27.46,26.1,7684403.0,203584647.59
2021-04-22,26.3,26.57,26.85,26.12,6112691.0,162374359.22
2021-04-23,26.57,25.52,26.57,25.28,7018913.0,180401947.74
